experiment,subject_ID,date,task,session_type,trial,start_time,end_time,duration,recording_A,recording_X,recording_B,response,correct,difference,step-size,reversals,direction
jnd_experiment,subject_ID,2023-05-24 17:46,pitch,trial,1,17:48:24,17:48:29,00:00:04,audio/audio-pitch/nelli_ch_rise_13_112.wav,audio/audio-pitch/nelli_ch_rise_0_000.wav,audio/audio-pitch/nelli_ch_rise_0_000.wav,left,True,13.112,0.5,0,down
jnd_experiment,subject_ID,2023-05-24 17:46,pitch,trial,2,17:48:24,17:48:33,00:00:08,audio/audio-pitch/nelli_ch_rise_0_000.wav,audio/audio-pitch/nelli_ch_rise_12_612.wav,audio/audio-pitch/nelli_ch_rise_12_612.wav,left,True,12.612,0.5,0,down
jnd_experiment,subject_ID,2023-05-24 17:46,pitch,trial,3,17:48:24,17:48:37,00:00:13,audio/audio-pitch/nelli_ch_rise_0_000.wav,audio/audio-pitch/nelli_ch_rise_0_000.wav,audio/audio-pitch/nelli_ch_rise_12_112.wav,right,True,12.112,0.5,0,down
jnd_experiment,subject_ID,2023-05-24 17:46,pitch,trial,4,17:48:24,17:48:42,00:00:17,audio/audio-pitch/nelli_ch_rise_11_612.wav,audio/audio-pitch/nelli_ch_rise_11_612.wav,audio/audio-pitch/nelli_ch_rise_0_000.wav,right,True,11.612,0.5,0,down
jnd_experiment,subject_ID,2023-05-24 17:46,pitch,trial,5,17:48:24,17:48:46,00:00:21,audio/audio-pitch/nelli_ch_rise_11_112.wav,audio/audio-pitch/nelli_ch_rise_11_112.wav,audio/audio-pitch/nelli_ch_rise_0_000.wav,right,True,11.112,0.5,0,down
jnd_experiment,subject_ID,2023-05-24 17:46,pitch,trial,6,17:48:24,17:48:50,00:00:25,audio/audio-pitch/nelli_ch_rise_10_612.wav,audio/audio-pitch/nelli_ch_rise_0_000.wav,audio/audio-pitch/nelli_ch_rise_0_000.wav,left,True,10.612,0.5,0,down
jnd_experiment,subject_ID,2023-05-24 17:46,pitch,trial,7,17:48:24,17:48:55,00:00:30,audio/audio-pitch/nelli_ch_rise_10_112.wav,audio/audio-pitch/nelli_ch_rise_0_000.wav,audio/audio-pitch/nelli_ch_rise_0_000.wav,right,False,10.112,0.5,0,up
jnd_experiment,subject_ID,2023-05-24 17:46,pitch,trial,8,17:48:24,17:48:59,00:00:34,audio/audio-pitch/nelli_ch_rise_10_612.wav,audio/audio-pitch/nelli_ch_rise_0_000.wav,audio/audio-pitch/nelli_ch_rise_0_000.wav,right,False,10.612,0.5,1,up
jnd_experiment,subject_ID,2023-05-24 17:46,pitch,trial,9,17:48:24,17:49:03,00:00:39,audio/audio-pitch/nelli_ch_rise_0_000.wav,audio/audio-pitch/nelli_ch_rise_11_112.wav,audio/audio-pitch/nelli_ch_rise_11_112.wav,left,True,11.112,0.5,1,none
jnd_experiment,subject_ID,2023-05-24 17:46,pitch,trial,10,17:48:24,17:49:08,00:00:43,audio/audio-pitch/nelli_ch_rise_0_000.wav,audio/audio-pitch/nelli_ch_rise_11_112.wav,audio/audio-pitch/nelli_ch_rise_11_112.wav,left,True,11.112,0.5,1,down
jnd_experiment,subject_ID,2023-05-24 17:46,pitch,trial,11,17:48:24,17:49:12,00:00:47,audio/audio-pitch/nelli_ch_rise_0_000.wav,audio/audio-pitch/nelli_ch_rise_0_000.wav,audio/audio-pitch/nelli_ch_rise_10_612.wav,right,True,10.612,0.5,2,none
