experiment,subject_ID,date,task,session_type,run,trial,start_time,end_time,duration,recording_A,recording_X,recording_B,response,correct,difference,step-size,reversals,direction
jnd_experiment,subject_ID,2023-05-24 16:52,FL,practice,0,0,16:53:14,16:53:22,00:00:07,audio/audio-FL/mimmi_ch_FL_0_1639.wav,audio/audio-FL/mimmi_ch_FL_0_0000.wav,audio/audio-FL/mimmi_ch_FL_0_0000.wav,right,False,0.1639,0.0075,0,none
jnd_experiment,subject_ID,2023-05-24 16:52,FL,practice,0,1,16:53:14,16:53:29,00:00:14,audio/audio-FL/mimmi_ch_FL_0_1639.wav,audio/audio-FL/mimmi_ch_FL_0_1639.wav,audio/audio-FL/mimmi_ch_FL_0_0000.wav,right,True,0.1639,0.0075,0,down
jnd_experiment,subject_ID,2023-05-24 16:52,FL,practice,0,2,16:53:14,16:53:35,00:00:20,audio/audio-FL/mimmi_ch_FL_0_1564.wav,audio/audio-FL/mimmi_ch_FL_0_0000.wav,audio/audio-FL/mimmi_ch_FL_0_0000.wav,left,True,0.1564,0.0075,0,down
jnd_experiment,subject_ID,2023-05-24 16:52,FL,practice,0,3,16:53:14,16:53:40,00:00:26,audio/audio-FL/mimmi_ch_FL_0_1489.wav,audio/audio-FL/mimmi_ch_FL_0_0000.wav,audio/audio-FL/mimmi_ch_FL_0_0000.wav,left,True,0.1489,0.0075,0,down
jnd_experiment,subject_ID,2023-05-24 16:52,FL,practice,0,4,16:53:14,16:53:46,00:00:32,audio/audio-FL/mimmi_ch_FL_0_1414.wav,audio/audio-FL/mimmi_ch_FL_0_1414.wav,audio/audio-FL/mimmi_ch_FL_0_0000.wav,right,True,0.1414,0.0075,0,down
