experiment,subject_ID,date,task,session_type,trial,start_time,end_time,duration,recording_A,recording_X,recording_B,response,correct,difference,step-size,reversals,direction
jnd_experiment,subject_ID,2023-05-24 17:58,pitch,trial,1,18:02:39,18:02:43,00:00:04,audio/audio-pitch/nelli_ch_rise_0_000.wav,audio/audio-pitch/nelli_ch_rise_0_000.wav,audio/audio-pitch/nelli_ch_rise_13_112.wav,right,True,13.112,0.5,0,down
jnd_experiment,subject_ID,2023-05-24 17:58,pitch,trial,2,18:02:39,18:02:47,00:00:08,audio/audio-pitch/nelli_ch_rise_12_612.wav,audio/audio-pitch/nelli_ch_rise_12_612.wav,audio/audio-pitch/nelli_ch_rise_0_000.wav,right,True,12.612,0.5,0,down
jnd_experiment,subject_ID,2023-05-24 17:58,pitch,trial,3,18:02:39,18:02:52,00:00:12,audio/audio-pitch/nelli_ch_rise_12_112.wav,audio/audio-pitch/nelli_ch_rise_0_000.wav,audio/audio-pitch/nelli_ch_rise_0_000.wav,left,True,12.112,0.5,0,down
jnd_experiment,subject_ID,2023-05-24 17:58,pitch,trial,4,18:02:39,18:02:56,00:00:17,audio/audio-pitch/nelli_ch_rise_11_612.wav,audio/audio-pitch/nelli_ch_rise_11_612.wav,audio/audio-pitch/nelli_ch_rise_0_000.wav,right,True,11.612,0.5,0,down
jnd_experiment,subject_ID,2023-05-24 17:58,pitch,trial,5,18:02:39,18:03:00,00:00:21,audio/audio-pitch/nelli_ch_rise_0_000.wav,audio/audio-pitch/nelli_ch_rise_0_000.wav,audio/audio-pitch/nelli_ch_rise_11_112.wav,right,True,11.112,0.5,0,down
jnd_experiment,subject_ID,2023-05-24 17:58,pitch,trial,6,18:02:39,18:03:05,00:00:26,audio/audio-pitch/nelli_ch_rise_10_612.wav,audio/audio-pitch/nelli_ch_rise_0_000.wav,audio/audio-pitch/nelli_ch_rise_0_000.wav,left,True,10.612,0.5,0,down
jnd_experiment,subject_ID,2023-05-24 17:58,pitch,trial,7,18:02:39,18:03:09,00:00:30,audio/audio-pitch/nelli_ch_rise_10_112.wav,audio/audio-pitch/nelli_ch_rise_10_112.wav,audio/audio-pitch/nelli_ch_rise_0_000.wav,right,True,10.112,0.5,0,down
jnd_experiment,subject_ID,2023-05-24 17:58,pitch,trial,8,18:02:39,18:03:13,00:00:34,audio/audio-pitch/nelli_ch_rise_0_000.wav,audio/audio-pitch/nelli_ch_rise_0_000.wav,audio/audio-pitch/nelli_ch_rise_9_612.wav,right,True,9.612,0.5,0,down
jnd_experiment,subject_ID,2023-05-24 17:58,pitch,trial,9,18:02:39,18:03:18,00:00:39,audio/audio-pitch/nelli_ch_rise_9_112.wav,audio/audio-pitch/nelli_ch_rise_0_000.wav,audio/audio-pitch/nelli_ch_rise_0_000.wav,left,True,9.112,0.5,0,down
jnd_experiment,subject_ID,2023-05-24 17:58,pitch,trial,10,18:02:39,18:03:22,00:00:43,audio/audio-pitch/nelli_ch_rise_0_000.wav,audio/audio-pitch/nelli_ch_rise_8_612.wav,audio/audio-pitch/nelli_ch_rise_8_612.wav,left,True,8.612,0.5,0,down
jnd_experiment,subject_ID,2023-05-24 17:58,pitch,trial,11,18:02:39,18:03:26,00:00:47,audio/audio-pitch/nelli_ch_rise_8_112.wav,audio/audio-pitch/nelli_ch_rise_8_112.wav,audio/audio-pitch/nelli_ch_rise_0_000.wav,right,True,8.112,0.5,0,down
