experiment,subject_ID,date,task,session_type,run,trial,start_time,end_time,duration,recording_A,recording_X,recording_B,response,correct,difference,step-size,reversals,direction
jnd_experiment,subject_ID,2023-05-24 17:29,FL,practice,0,0,17:31:07,17:31:12,00:00:05,audio/audio-FL/mimmi_ch_FL_0_1639.wav,audio/audio-FL/mimmi_ch_FL_0_0000.wav,audio/audio-FL/mimmi_ch_FL_0_0000.wav,right,False,0.1639,0.0075,0,none
jnd_experiment,subject_ID,2023-05-24 17:29,FL,practice,0,1,17:31:07,17:31:18,00:00:11,audio/audio-FL/mimmi_ch_FL_0_0000.wav,audio/audio-FL/mimmi_ch_FL_0_0000.wav,audio/audio-FL/mimmi_ch_FL_0_1639.wav,right,True,0.1639,0.0075,0,down
