experiment,subject_ID,date,task,session_type,trial,start_time,end_time,duration,recording_A,recording_X,recording_B,response,correct,difference,step-size,reversals,direction
jnd_experiment,subject_ID,2023-05-24 17:58,FL,trial,1,17:59:19,17:59:24,00:00:04,audio/audio-FL/mimmi_ch_FL_0_1639.wav,audio/audio-FL/mimmi_ch_FL_0_0000.wav,audio/audio-FL/mimmi_ch_FL_0_0000.wav,left,True,0.1639,0.0075,0,down
jnd_experiment,subject_ID,2023-05-24 17:58,FL,trial,2,17:59:19,17:59:28,00:00:08,audio/audio-FL/mimmi_ch_FL_0_0000.wav,audio/audio-FL/mimmi_ch_FL_0_0000.wav,audio/audio-FL/mimmi_ch_FL_0_1564.wav,right,True,0.1564,0.0075,0,down
jnd_experiment,subject_ID,2023-05-24 17:58,FL,trial,3,17:59:19,17:59:32,00:00:12,audio/audio-FL/mimmi_ch_FL_0_1489.wav,audio/audio-FL/mimmi_ch_FL_0_1489.wav,audio/audio-FL/mimmi_ch_FL_0_0000.wav,right,True,0.1489,0.0075,0,down
jnd_experiment,subject_ID,2023-05-24 17:58,FL,trial,4,17:59:19,17:59:36,00:00:17,audio/audio-FL/mimmi_ch_FL_0_0000.wav,audio/audio-FL/mimmi_ch_FL_0_1414.wav,audio/audio-FL/mimmi_ch_FL_0_1414.wav,left,True,0.1414,0.0075,0,down
jnd_experiment,subject_ID,2023-05-24 17:58,FL,trial,5,17:59:19,17:59:41,00:00:21,audio/audio-FL/mimmi_ch_FL_0_1339.wav,audio/audio-FL/mimmi_ch_FL_0_1339.wav,audio/audio-FL/mimmi_ch_FL_0_0000.wav,right,True,0.1339,0.0075,0,down
jnd_experiment,subject_ID,2023-05-24 17:58,FL,trial,6,17:59:19,17:59:45,00:00:25,audio/audio-FL/mimmi_ch_FL_0_0000.wav,audio/audio-FL/mimmi_ch_FL_0_1264.wav,audio/audio-FL/mimmi_ch_FL_0_1264.wav,left,True,0.1264,0.0075,0,down
jnd_experiment,subject_ID,2023-05-24 17:58,FL,trial,7,17:59:19,17:59:49,00:00:29,audio/audio-FL/mimmi_ch_FL_0_1189.wav,audio/audio-FL/mimmi_ch_FL_0_0000.wav,audio/audio-FL/mimmi_ch_FL_0_0000.wav,left,True,0.1189,0.0075,0,down
jnd_experiment,subject_ID,2023-05-24 17:58,FL,trial,8,17:59:19,17:59:54,00:00:34,audio/audio-FL/mimmi_ch_FL_0_0000.wav,audio/audio-FL/mimmi_ch_FL_0_0000.wav,audio/audio-FL/mimmi_ch_FL_0_1114.wav,right,True,0.1114,0.0075,0,down
jnd_experiment,subject_ID,2023-05-24 17:58,FL,trial,9,17:59:19,17:59:58,00:00:38,audio/audio-FL/mimmi_ch_FL_0_0000.wav,audio/audio-FL/mimmi_ch_FL_0_1039.wav,audio/audio-FL/mimmi_ch_FL_0_1039.wav,left,True,0.1039,0.0075,0,down
jnd_experiment,subject_ID,2023-05-24 17:58,FL,trial,10,17:59:19,18:00:02,00:00:42,audio/audio-FL/mimmi_ch_FL_0_0000.wav,audio/audio-FL/mimmi_ch_FL_0_0000.wav,audio/audio-FL/mimmi_ch_FL_0_0964.wav,right,True,0.0964,0.0075,0,down
jnd_experiment,subject_ID,2023-05-24 17:58,FL,trial,11,17:59:19,18:00:06,00:00:46,audio/audio-FL/mimmi_ch_FL_0_0889.wav,audio/audio-FL/mimmi_ch_FL_0_0889.wav,audio/audio-FL/mimmi_ch_FL_0_0000.wav,right,True,0.0889,0.0036,0,down
