stepID	filename	nameNew	riseOrig	l2Orig	h2Orig	riseNew	h2New	diffRise
165	nelli_ch	nelli_ch_rise_9_81	13.1123	161.3699	344.1556	9.8123	284.4275	3.3
166	nelli_ch	nelli_ch_rise_9_79	13.1123	161.3699	344.1556	9.7923	284.0991	3.32
167	nelli_ch	nelli_ch_rise_9_77	13.1123	161.3699	344.1556	9.7723	283.7711	3.34
168	nelli_ch	nelli_ch_rise_9_75	13.1123	161.3699	344.1556	9.7523	283.4435	3.36
169	nelli_ch	nelli_ch_rise_9_73	13.1123	161.3699	344.1556	9.7323	283.1162	3.38
170	nelli_ch	nelli_ch_rise_9_71	13.1123	161.3699	344.1556	9.7123	282.7893	3.4
171	nelli_ch	nelli_ch_rise_9_69	13.1123	161.3699	344.1556	9.6923	282.4628	3.42
172	nelli_ch	nelli_ch_rise_9_67	13.1123	161.3699	344.1556	9.6723	282.1367	3.44
173	nelli_ch	nelli_ch_rise_9_65	13.1123	161.3699	344.1556	9.6523	281.811	3.46
174	nelli_ch	nelli_ch_rise_9_63	13.1123	161.3699	344.1556	9.6323	281.4856	3.48
175	nelli_ch	nelli_ch_rise_9_61	13.1123	161.3699	344.1556	9.6123	281.1606	3.5
176	nelli_ch	nelli_ch_rise_9_59	13.1123	161.3699	344.1556	9.5923	280.836	3.52
177	nelli_ch	nelli_ch_rise_9_57	13.1123	161.3699	344.1556	9.5723	280.5117	3.54
178	nelli_ch	nelli_ch_rise_9_55	13.1123	161.3699	344.1556	9.5523	280.1879	3.56
179	nelli_ch	nelli_ch_rise_9_53	13.1123	161.3699	344.1556	9.5323	279.8644	3.58
180	nelli_ch	nelli_ch_rise_9_51	13.1123	161.3699	344.1556	9.5123	279.5412	3.6
181	nelli_ch	nelli_ch_rise_9_49	13.1123	161.3699	344.1556	9.4923	279.2185	3.62
182	nelli_ch	nelli_ch_rise_9_47	13.1123	161.3699	344.1556	9.4723	278.8961	3.64
183	nelli_ch	nelli_ch_rise_9_45	13.1123	161.3699	344.1556	9.4523	278.5741	3.66
184	nelli_ch	nelli_ch_rise_9_43	13.1123	161.3699	344.1556	9.4323	278.2525	3.68
185	nelli_ch	nelli_ch_rise_9_41	13.1123	161.3699	344.1556	9.4123	277.9312	3.7
186	nelli_ch	nelli_ch_rise_9_39	13.1123	161.3699	344.1556	9.3923	277.6103	3.72
187	nelli_ch	nelli_ch_rise_9_37	13.1123	161.3699	344.1556	9.3723	277.2898	3.74
188	nelli_ch	nelli_ch_rise_9_35	13.1123	161.3699	344.1556	9.3523	276.9696	3.76
189	nelli_ch	nelli_ch_rise_9_33	13.1123	161.3699	344.1556	9.3323	276.6498	3.78
190	nelli_ch	nelli_ch_rise_9_31	13.1123	161.3699	344.1556	9.3123	276.3304	3.8
191	nelli_ch	nelli_ch_rise_9_29	13.1123	161.3699	344.1556	9.2923	276.0114	3.82
192	nelli_ch	nelli_ch_rise_9_27	13.1123	161.3699	344.1556	9.2723	275.6927	3.84
193	nelli_ch	nelli_ch_rise_9_25	13.1123	161.3699	344.1556	9.2523	275.3744	3.86
194	nelli_ch	nelli_ch_rise_9_23	13.1123	161.3699	344.1556	9.2323	275.0565	3.88
195	nelli_ch	nelli_ch_rise_9_21	13.1123	161.3699	344.1556	9.2123	274.7389	3.9
196	nelli_ch	nelli_ch_rise_9_19	13.1123	161.3699	344.1556	9.1923	274.4217	3.92
197	nelli_ch	nelli_ch_rise_9_17	13.1123	161.3699	344.1556	9.1723	274.1048	3.94
198	nelli_ch	nelli_ch_rise_9_15	13.1123	161.3699	344.1556	9.1523	273.7884	3.96
199	nelli_ch	nelli_ch_rise_9_13	13.1123	161.3699	344.1556	9.1323	273.4722	3.98
200	nelli_ch	nelli_ch_rise_9_11	13.1123	161.3699	344.1556	9.1123	273.1565	4
201	nelli_ch	nelli_ch_rise_9_09	13.1123	161.3699	344.1556	9.0923	272.8411	4.02
202	nelli_ch	nelli_ch_rise_9_07	13.1123	161.3699	344.1556	9.0723	272.5261	4.04
203	nelli_ch	nelli_ch_rise_9_05	13.1123	161.3699	344.1556	9.0523	272.2115	4.06
204	nelli_ch	nelli_ch_rise_9_03	13.1123	161.3699	344.1556	9.0323	271.8972	4.08
205	nelli_ch	nelli_ch_rise_9_01	13.1123	161.3699	344.1556	9.0123	271.5832	4.1
206	nelli_ch	nelli_ch_rise_8_99	13.1123	161.3699	344.1556	8.9923	271.2697	4.12
207	nelli_ch	nelli_ch_rise_8_97	13.1123	161.3699	344.1556	8.9723	270.9565	4.14
208	nelli_ch	nelli_ch_rise_8_95	13.1123	161.3699	344.1556	8.9523	270.6436	4.16
209	nelli_ch	nelli_ch_rise_8_93	13.1123	161.3699	344.1556	8.9323	270.3311	4.18
210	nelli_ch	nelli_ch_rise_8_91	13.1123	161.3699	344.1556	8.9123	270.019	4.2
211	nelli_ch	nelli_ch_rise_8_89	13.1123	161.3699	344.1556	8.8923	269.7073	4.22
212	nelli_ch	nelli_ch_rise_8_87	13.1123	161.3699	344.1556	8.8723	269.3959	4.24
213	nelli_ch	nelli_ch_rise_8_85	13.1123	161.3699	344.1556	8.8523	269.0848	4.26
214	nelli_ch	nelli_ch_rise_8_83	13.1123	161.3699	344.1556	8.8323	268.7742	4.28
215	nelli_ch	nelli_ch_rise_8_81	13.1123	161.3699	344.1556	8.8123	268.4638	4.3
216	nelli_ch	nelli_ch_rise_8_79	13.1123	161.3699	344.1556	8.7923	268.1539	4.32
217	nelli_ch	nelli_ch_rise_8_77	13.1123	161.3699	344.1556	8.7723	267.8443	4.34
218	nelli_ch	nelli_ch_rise_8_75	13.1123	161.3699	344.1556	8.7523	267.535	4.36
219	nelli_ch	nelli_ch_rise_8_73	13.1123	161.3699	344.1556	8.7323	267.2261	4.38
220	nelli_ch	nelli_ch_rise_8_71	13.1123	161.3699	344.1556	8.7123	266.9176	4.4
221	nelli_ch	nelli_ch_rise_8_69	13.1123	161.3699	344.1556	8.6923	266.6094	4.42
222	nelli_ch	nelli_ch_rise_8_67	13.1123	161.3699	344.1556	8.6723	266.3016	4.44
223	nelli_ch	nelli_ch_rise_8_65	13.1123	161.3699	344.1556	8.6523	265.9941	4.46
224	nelli_ch	nelli_ch_rise_8_63	13.1123	161.3699	344.1556	8.6323	265.687	4.48
225	nelli_ch	nelli_ch_rise_8_61	13.1123	161.3699	344.1556	8.6123	265.3803	4.5
226	nelli_ch	nelli_ch_rise_8_59	13.1123	161.3699	344.1556	8.5923	265.0739	4.52
227	nelli_ch	nelli_ch_rise_8_57	13.1123	161.3699	344.1556	8.5723	264.7678	4.54
228	nelli_ch	nelli_ch_rise_8_55	13.1123	161.3699	344.1556	8.5523	264.4621	4.56
229	nelli_ch	nelli_ch_rise_8_53	13.1123	161.3699	344.1556	8.5323	264.1568	4.58
230	nelli_ch	nelli_ch_rise_8_51	13.1123	161.3699	344.1556	8.5123	263.8518	4.6
231	nelli_ch	nelli_ch_rise_8_49	13.1123	161.3699	344.1556	8.4923	263.5471	4.62
232	nelli_ch	nelli_ch_rise_8_47	13.1123	161.3699	344.1556	8.4723	263.2429	4.64
233	nelli_ch	nelli_ch_rise_8_45	13.1123	161.3699	344.1556	8.4523	262.9389	4.66
234	nelli_ch	nelli_ch_rise_8_43	13.1123	161.3699	344.1556	8.4323	262.6353	4.68
235	nelli_ch	nelli_ch_rise_8_41	13.1123	161.3699	344.1556	8.4123	262.3321	4.7
236	nelli_ch	nelli_ch_rise_8_39	13.1123	161.3699	344.1556	8.3923	262.0292	4.72
237	nelli_ch	nelli_ch_rise_8_37	13.1123	161.3699	344.1556	8.3723	261.7267	4.74
238	nelli_ch	nelli_ch_rise_8_35	13.1123	161.3699	344.1556	8.3523	261.4245	4.76
239	nelli_ch	nelli_ch_rise_8_33	13.1123	161.3699	344.1556	8.3323	261.1227	4.78
240	nelli_ch	nelli_ch_rise_8_31	13.1123	161.3699	344.1556	8.3123	260.8212	4.8
241	nelli_ch	nelli_ch_rise_8_29	13.1123	161.3699	344.1556	8.2923	260.5201	4.82
242	nelli_ch	nelli_ch_rise_8_27	13.1123	161.3699	344.1556	8.2723	260.2193	4.84
243	nelli_ch	nelli_ch_rise_8_25	13.1123	161.3699	344.1556	8.2523	259.9188	4.86
244	nelli_ch	nelli_ch_rise_8_23	13.1123	161.3699	344.1556	8.2323	259.6187	4.88
245	nelli_ch	nelli_ch_rise_8_21	13.1123	161.3699	344.1556	8.2123	259.319	4.9
246	nelli_ch	nelli_ch_rise_8_19	13.1123	161.3699	344.1556	8.1923	259.0196	4.92
247	nelli_ch	nelli_ch_rise_8_17	13.1123	161.3699	344.1556	8.1723	258.7205	4.94
248	nelli_ch	nelli_ch_rise_8_15	13.1123	161.3699	344.1556	8.1523	258.4218	4.96
249	nelli_ch	nelli_ch_rise_8_13	13.1123	161.3699	344.1556	8.1323	258.1234	4.98
250	nelli_ch	nelli_ch_rise_8_11	13.1123	161.3699	344.1556	8.1123	257.8254	5
251	nelli_ch	nelli_ch_rise_8_09	13.1123	161.3699	344.1556	8.0923	257.5277	5.02
252	nelli_ch	nelli_ch_rise_8_07	13.1123	161.3699	344.1556	8.0723	257.2304	5.04
253	nelli_ch	nelli_ch_rise_8_05	13.1123	161.3699	344.1556	8.0523	256.9334	5.06
254	nelli_ch	nelli_ch_rise_8_03	13.1123	161.3699	344.1556	8.0323	256.6367	5.08
255	nelli_ch	nelli_ch_rise_8_01	13.1123	161.3699	344.1556	8.0123	256.3404	5.1
