filename	participantID	context	block	trial	condition	L1	L1t	H1	H1t	rise1	f0n1	slopen1	L2	L2t	H2	H2t	rise2	f0n2	slopen2	s1dur	s1reln1	s2dur	s2reln1	s3dur	s3reln1	s4dur	s4reln1	s4glott	syll1reln1	syll2reln1	s5dur	s5reln2	s6dur	s6reln2	s7dur	s7reln2	s8dur	s8reln2	s8glott	syll1reln2	syll2reln2	s9dur	s10dur	s11dur	s12dur	p1dur	n1p1dur	p2dur	p3dur	p3relutt	n2p3dur	p4dur	c1dur	c2dur	cons1dur	cons2dur	cons1u2	utt_dur(ms)	hes	comments
16_C01_b1_t01_moni_bra	16	C01	b1	t01	bra	261	0.47	320.97	0.63	3.58	rise	22.909	247.39	1.06	359.76	1.53	6.48	rise	13.864	100.93	23.137	131.9	30.237	67.53	15.482	135.86	31.145	?	53.373	46.627	125.5	20.702	164.52	27.139	73.06	12.052	243.14	40.107	?	47.84	52.16	71.49	158.41	53.68	235.79	?	436.21	?	782.15	27.643	1388.374	?	224.55	260.95	1266.99	780.32	2047.31	2829.46	?	NA
16_C01_b1_t02_mimmi_bra	16	C01	b1	t02	bra	247.25	0.37	305.7	0.75	3.67	rise	9.772	258	1.19	351.3	1.56	5.34	rise	14.305	100.37	19.767	187.25	36.879	76.78	15.121	143.35	28.233	?	56.646	43.354	86.3	16.182	111.78	20.959	90.78	17.021	244.46	45.838	?	37.141	62.859	63.03	199.12	71.18	225.9	?	507.749	?	551.61	20.572	1084.919	?	257.09	272.4	1298.15	831.63	2129.79	2681.39	?	NA
16_C01_b1_t03_manni_nob	16	C01	b1	t03	nob	250.49	0.33	318.44	0.59	4.16	rise	16.026	248.45	1.07	277.23	1.27	1.9	rise	9.512	73.87	17.653	110.06	26.304	84.2	20.124	150.29	35.919	?	43.957	56.043	102.62	22.357	125.18	27.273	99.05	21.578	132.15	28.791	?	49.63	50.37	86.65	99.72	71.48	245.11	?	418.423	?	?	0	459.006	?	207.29	278	1084.71	780.96	1865.67	1865.67	?	NA
16_C01_b1_t04_nelli_bra	16	C01	b1	t04	bra	279.9	0.41	309.52	0.62	1.74	rise	8.5	239.24	1.04	360.2	1.41	7.08	rise	19.202	57.25	15.472	93.94	25.39	80.61	21.785	138.21	37.353	?	40.862	59.138	118.34	19.972	145.21	24.507	97.47	16.449	231.52	39.072	?	44.479	55.521	52.07	155.45	58.9	244.96	?	370.006	?	565.67	22.689	1158.213	?	199.3	254.26	1161.85	765.63	1927.48	2493.15	?	NA
16_C01_b1_t05_lilli_nob	16	C01	b1	t05	nob	250.37	0.35	304.7	0.69	3.4	rise	9.745	243.7	1.07	277.56	1.31	2.25	rise	9.13	87.86	18.673	182.1	38.701	60.39	12.835	140.17	29.791	?	57.374	42.626	75.04	17.942	110.33	26.381	83.47	19.959	149.38	35.718	?	44.323	55.677	106.97	178.92	77.98	211.52	?	470.53	?	?	0	418.23	?	249.85	220.46	1138.61	795.85	1934.47	1934.47	?	NA
16_C01_b1_t06_mimmi_nob	16	C01	b1	t06	nob	244.76	0.35	310.38	0.6	4.11	rise	16.061	258.33	0.97	283.82	1.14	1.63	rise	9.315	39.31	10.35	150.2	39.545	74.66	19.655	115.66	30.45	?	49.895	50.105	87.08	22.387	100.21	25.763	80.64	20.733	121.03	31.116	?	48.151	51.849	95.08	187.62	66.13	210.75	?	379.825	?	?	0	388.958	?	184.69	212.06	953.47	771.62	1725.09	1725.09	?	NA
16_C01_b1_t07_manni_bra	16	C01	b1	t07	bra	245.38	0.32	308.18	0.57	3.95	rise	16.088	238.58	1	344.18	1.36	6.34	rise	17.657	82.37	23.263	80.18	22.645	80.85	22.833	110.69	31.26	?	45.907	54.093	105.83	17.97	131.4	22.311	77.15	13.1	274.55	46.619	?	40.281	59.719	80.21	117.65	57.84	260.36	?	354.088	?	463.36	19.807	1052.292	?	180.36	236.58	1123.37	752.65	1876.02	2339.38	?	NA
16_C01_b1_t08_moni_nob	16	C01	b1	t08	nob	268.33	0.44	323.74	0.61	3.25	rise	18.384	251.45	1.05	276.56	1.26	1.65	rise	7.811	74.72	18.279	142.98	34.979	80.83	19.775	110.23	26.967	?	53.258	46.742	85.31	19.619	171.15	39.359	71.25	16.385	107.13	24.637	?	58.978	41.022	60.26	152.06	61.11	222.6	?	408.759	?	?	0	434.841	?	218.65	239.23	1062.25	735.27	1797.52	1797.52	?	NA
16_C01_b1_t09_leni_bra	16	C01	b1	t09	bra	247.65	0.43	307.96	0.68	3.77	rise	15.506	239.59	1.02	365.49	1.48	7.31	rise	15.962	78.08	18.879	128.91	31.168	77.4	18.715	129.2	31.238	?	50.047	49.953	86.64	14.472	153.57	25.654	82.31	13.749	276.12	46.125	?	40.126	59.874	82.5	110.87	66.14	251.95	?	413.594	?	448.6	17.991	1047.242	?	243.36	277.76	1255.59	789.23	2044.82	2493.43	?	NA
16_C01_b1_t10_nelli_nob	16	C01	b1	t10	nob	250.62	0.34	312.39	0.55	3.81	rise	17.869	248.91	0.93	274.25	1.2	1.68	rise	6.216	57.9	15.812	106.18	28.994	76.94	21.009	125.18	34.184	?	44.807	55.193	108.76	24.226	139.16	30.998	94.73	21.101	106.29	23.676	?	55.224	44.776	69.34	158.32	66.83	224.62	?	366.2	?	?	0	448.948	?	170.97	239.79	986.11	758.89	1745.01	1745.01	?	NA
16_C01_b1_t11_lilli_bra	16	C01	b1	t11	bra	244.84	0.35	306.63	0.59	3.9	rise	15.918	248.26	0.93	368.97	1.41	6.86	rise	14.289	66.7	17.809	149.58	39.935	64.81	17.305	93.45	24.951	?	57.745	42.255	76.62	13.633	103.77	18.465	84.52	15.039	297.11	52.864	?	32.097	67.903	68.06	184.93	71.99	227.5	?	374.543	?	268.48	11.844	830.503	?	230.49	278.75	1167.05	831.23	1998.28	2266.76	?	NA
16_C01_b1_t12_leni_nob	16	C01	b1	t12	nob	242.36	0.35	295.32	0.59	3.42	rise	14.173	242.71	1	271.83	1.27	1.96	rise	7.066	68.1	17.355	134.49	34.273	78.1	19.903	111.72	28.469	?	51.628	48.372	88.33	20.071	159.12	36.157	71.52	16.252	121.12	27.521	?	56.227	43.773	88.52	116.81	62.61	269.72	?	392.415	?	?	0	440.087	?	249.89	243.92	1082.39	781.59	1863.98	1863.98	?	NA
