stepID	filename	nameNew	p3Orig	p3Min	shortFC	p3New	uttDurOrig	uttDurMin	uttDurNew
487	lilli_lisa_ch	lilli_lisa_ch_pause_0_063	0.55	0	0.115	0.063	1.778	1.228	1.292
488	lilli_lisa_ch	lilli_lisa_ch_pause_0_062	0.55	0	0.113	0.062	1.778	1.228	1.291
489	lilli_lisa_ch	lilli_lisa_ch_pause_0_061	0.55	0	0.111	0.061	1.778	1.228	1.29
490	lilli_lisa_ch	lilli_lisa_ch_pause_0_060	0.55	0	0.109	0.06	1.778	1.228	1.289
491	lilli_lisa_ch	lilli_lisa_ch_pause_0_059	0.55	0	0.107	0.059	1.778	1.228	1.288
492	lilli_lisa_ch	lilli_lisa_ch_pause_0_058	0.55	0	0.105	0.058	1.778	1.228	1.287
493	lilli_lisa_ch	lilli_lisa_ch_pause_0_057	0.55	0	0.104	0.057	1.778	1.228	1.286
494	lilli_lisa_ch	lilli_lisa_ch_pause_0_056	0.55	0	0.102	0.056	1.778	1.228	1.285
495	lilli_lisa_ch	lilli_lisa_ch_pause_0_055	0.55	0	0.1	0.055	1.778	1.228	1.284
496	lilli_lisa_ch	lilli_lisa_ch_pause_0_054	0.55	0	0.098	0.054	1.778	1.228	1.283
497	lilli_lisa_ch	lilli_lisa_ch_pause_0_053	0.55	0	0.096	0.053	1.778	1.228	1.282
498	lilli_lisa_ch	lilli_lisa_ch_pause_0_052	0.55	0	0.095	0.052	1.778	1.228	1.281
499	lilli_lisa_ch	lilli_lisa_ch_pause_0_051	0.55	0	0.093	0.051	1.778	1.228	1.28
500	lilli_lisa_ch	lilli_lisa_ch_pause_0_050	0.55	0	0.091	0.05	1.778	1.228	1.279
501	lilli_lisa_ch	lilli_lisa_ch_pause_0_049	0.55	0	0.089	0.049	1.778	1.228	1.278
502	lilli_lisa_ch	lilli_lisa_ch_pause_0_048	0.55	0	0.087	0.048	1.778	1.228	1.277
503	lilli_lisa_ch	lilli_lisa_ch_pause_0_047	0.55	0	0.085	0.047	1.778	1.228	1.276
504	lilli_lisa_ch	lilli_lisa_ch_pause_0_046	0.55	0	0.084	0.046	1.778	1.228	1.275
505	lilli_lisa_ch	lilli_lisa_ch_pause_0_045	0.55	0	0.082	0.045	1.778	1.228	1.274
506	lilli_lisa_ch	lilli_lisa_ch_pause_0_044	0.55	0	0.08	0.044	1.778	1.228	1.273
507	lilli_lisa_ch	lilli_lisa_ch_pause_0_043	0.55	0	0.078	0.043	1.778	1.228	1.272
508	lilli_lisa_ch	lilli_lisa_ch_pause_0_042	0.55	0	0.076	0.042	1.778	1.228	1.271
509	lilli_lisa_ch	lilli_lisa_ch_pause_0_041	0.55	0	0.075	0.041	1.778	1.228	1.27
510	lilli_lisa_ch	lilli_lisa_ch_pause_0_040	0.55	0	0.073	0.04	1.778	1.228	1.269
511	lilli_lisa_ch	lilli_lisa_ch_pause_0_039	0.55	0	0.071	0.039	1.778	1.228	1.268
512	lilli_lisa_ch	lilli_lisa_ch_pause_0_038	0.55	0	0.069	0.038	1.778	1.228	1.267
513	lilli_lisa_ch	lilli_lisa_ch_pause_0_037	0.55	0	0.067	0.037	1.778	1.228	1.266
514	lilli_lisa_ch	lilli_lisa_ch_pause_0_036	0.55	0	0.065	0.036	1.778	1.228	1.265
515	lilli_lisa_ch	lilli_lisa_ch_pause_0_035	0.55	0	0.064	0.035	1.778	1.228	1.264
516	lilli_lisa_ch	lilli_lisa_ch_pause_0_034	0.55	0	0.062	0.034	1.778	1.228	1.263
517	lilli_lisa_ch	lilli_lisa_ch_pause_0_033	0.55	0	0.06	0.033	1.778	1.228	1.262
518	lilli_lisa_ch	lilli_lisa_ch_pause_0_032	0.55	0	0.058	0.032	1.778	1.228	1.261
519	lilli_lisa_ch	lilli_lisa_ch_pause_0_031	0.55	0	0.056	0.031	1.778	1.228	1.26
520	lilli_lisa_ch	lilli_lisa_ch_pause_0_030	0.55	0	0.055	0.03	1.778	1.228	1.259
521	lilli_lisa_ch	lilli_lisa_ch_pause_0_029	0.55	0	0.053	0.029	1.778	1.228	1.258
522	lilli_lisa_ch	lilli_lisa_ch_pause_0_028	0.55	0	0.051	0.028	1.778	1.228	1.257
523	lilli_lisa_ch	lilli_lisa_ch_pause_0_027	0.55	0	0.049	0.027	1.778	1.228	1.256
524	lilli_lisa_ch	lilli_lisa_ch_pause_0_026	0.55	0	0.047	0.026	1.778	1.228	1.255
525	lilli_lisa_ch	lilli_lisa_ch_pause_0_025	0.55	0	0.045	0.025	1.778	1.228	1.254
526	lilli_lisa_ch	lilli_lisa_ch_pause_0_024	0.55	0	0.044	0.024	1.778	1.228	1.253
527	lilli_lisa_ch	lilli_lisa_ch_pause_0_023	0.55	0	0.042	0.023	1.778	1.228	1.252
528	lilli_lisa_ch	lilli_lisa_ch_pause_0_022	0.55	0	0.04	0.022	1.778	1.228	1.251
529	lilli_lisa_ch	lilli_lisa_ch_pause_0_021	0.55	0	0.038	0.021	1.778	1.228	1.25
530	lilli_lisa_ch	lilli_lisa_ch_pause_0_020	0.55	0	0.036	0.02	1.778	1.228	1.249
531	lilli_lisa_ch	lilli_lisa_ch_pause_0_019	0.55	0	0.035	0.019	1.778	1.228	1.248
532	lilli_lisa_ch	lilli_lisa_ch_pause_0_018	0.55	0	0.033	0.018	1.778	1.228	1.247
533	lilli_lisa_ch	lilli_lisa_ch_pause_0_017	0.55	0	0.031	0.017	1.778	1.228	1.246
534	lilli_lisa_ch	lilli_lisa_ch_pause_0_016	0.55	0	0.029	0.016	1.778	1.228	1.245
535	lilli_lisa_ch	lilli_lisa_ch_pause_0_015	0.55	0	0.027	0.015	1.778	1.228	1.244
536	lilli_lisa_ch	lilli_lisa_ch_pause_0_014	0.55	0	0.025	0.014	1.778	1.228	1.243
537	lilli_lisa_ch	lilli_lisa_ch_pause_0_013	0.55	0	0.024	0.013	1.778	1.228	1.242
538	lilli_lisa_ch	lilli_lisa_ch_pause_0_012	0.55	0	0.022	0.012	1.778	1.228	1.241
539	lilli_lisa_ch	lilli_lisa_ch_pause_0_011	0.55	0	0.02	0.011	1.778	1.228	1.24
540	lilli_lisa_ch	lilli_lisa_ch_pause_0_010	0.55	0	0.018	0.01	1.778	1.228	1.239
541	lilli_lisa_ch	lilli_lisa_ch_pause_0_009	0.55	0	0.016	0.009	1.778	1.228	1.238
542	lilli_lisa_ch	lilli_lisa_ch_pause_0_008	0.55	0	0.015	0.008	1.778	1.228	1.237
543	lilli_lisa_ch	lilli_lisa_ch_pause_0_007	0.55	0	0.013	0.007	1.778	1.228	1.236
544	lilli_lisa_ch	lilli_lisa_ch_pause_0_006	0.55	0	0.011	0.006	1.778	1.228	1.235
545	lilli_lisa_ch	lilli_lisa_ch_pause_0_005	0.55	0	0.009	0.005	1.778	1.228	1.234
546	lilli_lisa_ch	lilli_lisa_ch_pause_0_004	0.55	0	0.007	0.004	1.778	1.228	1.233
547	lilli_lisa_ch	lilli_lisa_ch_pause_0_003	0.55	0	0.005	0.003	1.778	1.228	1.232
548	lilli_lisa_ch	lilli_lisa_ch_pause_0_002	0.55	0	0.004	0.002	1.778	1.228	1.231
549	lilli_lisa_ch	lilli_lisa_ch_pause_0_001	0.55	0	0.002	0.001	1.778	1.228	1.23
550	lilli_lisa_ch	lilli_lisa_ch_pause_0_000	0.55	0	0	0	1.778	1.228	1.229
0	lilli_lisa_ch	lilli_lisa_ch_pause_0_550	0.55	0	1	0.55	1.778	1.228	1.778
