stepID	filename	nameNew	p3Orig	p3Min	shortFC	p3New	uttDurOrig	uttDurMin	uttDurNew
243	lilli_lisa_ch	lilli_lisa_ch_pause_0_307	0.55	0	0.558	0.307	1.778	1.228	1.536
244	lilli_lisa_ch	lilli_lisa_ch_pause_0_306	0.55	0	0.556	0.306	1.778	1.228	1.535
245	lilli_lisa_ch	lilli_lisa_ch_pause_0_305	0.55	0	0.555	0.305	1.778	1.228	1.534
246	lilli_lisa_ch	lilli_lisa_ch_pause_0_304	0.55	0	0.553	0.304	1.778	1.228	1.533
247	lilli_lisa_ch	lilli_lisa_ch_pause_0_303	0.55	0	0.551	0.303	1.778	1.228	1.532
248	lilli_lisa_ch	lilli_lisa_ch_pause_0_302	0.55	0	0.549	0.302	1.778	1.228	1.531
249	lilli_lisa_ch	lilli_lisa_ch_pause_0_301	0.55	0	0.547	0.301	1.778	1.228	1.53
250	lilli_lisa_ch	lilli_lisa_ch_pause_0_300	0.55	0	0.545	0.3	1.778	1.228	1.529
251	lilli_lisa_ch	lilli_lisa_ch_pause_0_299	0.55	0	0.544	0.299	1.778	1.228	1.528
252	lilli_lisa_ch	lilli_lisa_ch_pause_0_298	0.55	0	0.542	0.298	1.778	1.228	1.527
253	lilli_lisa_ch	lilli_lisa_ch_pause_0_297	0.55	0	0.54	0.297	1.778	1.228	1.526
254	lilli_lisa_ch	lilli_lisa_ch_pause_0_296	0.55	0	0.538	0.296	1.778	1.228	1.525
255	lilli_lisa_ch	lilli_lisa_ch_pause_0_295	0.55	0	0.536	0.295	1.778	1.228	1.524
256	lilli_lisa_ch	lilli_lisa_ch_pause_0_294	0.55	0	0.535	0.294	1.778	1.228	1.523
257	lilli_lisa_ch	lilli_lisa_ch_pause_0_293	0.55	0	0.533	0.293	1.778	1.228	1.522
258	lilli_lisa_ch	lilli_lisa_ch_pause_0_292	0.55	0	0.531	0.292	1.778	1.228	1.521
259	lilli_lisa_ch	lilli_lisa_ch_pause_0_291	0.55	0	0.529	0.291	1.778	1.228	1.52
260	lilli_lisa_ch	lilli_lisa_ch_pause_0_290	0.55	0	0.527	0.29	1.778	1.228	1.519
261	lilli_lisa_ch	lilli_lisa_ch_pause_0_289	0.55	0	0.525	0.289	1.778	1.228	1.518
262	lilli_lisa_ch	lilli_lisa_ch_pause_0_288	0.55	0	0.524	0.288	1.778	1.228	1.517
263	lilli_lisa_ch	lilli_lisa_ch_pause_0_287	0.55	0	0.522	0.287	1.778	1.228	1.516
264	lilli_lisa_ch	lilli_lisa_ch_pause_0_286	0.55	0	0.52	0.286	1.778	1.228	1.515
265	lilli_lisa_ch	lilli_lisa_ch_pause_0_285	0.55	0	0.518	0.285	1.778	1.228	1.514
266	lilli_lisa_ch	lilli_lisa_ch_pause_0_284	0.55	0	0.516	0.284	1.778	1.228	1.513
267	lilli_lisa_ch	lilli_lisa_ch_pause_0_283	0.55	0	0.515	0.283	1.778	1.228	1.512
268	lilli_lisa_ch	lilli_lisa_ch_pause_0_282	0.55	0	0.513	0.282	1.778	1.228	1.511
269	lilli_lisa_ch	lilli_lisa_ch_pause_0_281	0.55	0	0.511	0.281	1.778	1.228	1.51
270	lilli_lisa_ch	lilli_lisa_ch_pause_0_280	0.55	0	0.509	0.28	1.778	1.228	1.509
271	lilli_lisa_ch	lilli_lisa_ch_pause_0_279	0.55	0	0.507	0.279	1.778	1.228	1.508
272	lilli_lisa_ch	lilli_lisa_ch_pause_0_278	0.55	0	0.505	0.278	1.778	1.228	1.507
273	lilli_lisa_ch	lilli_lisa_ch_pause_0_277	0.55	0	0.504	0.277	1.778	1.228	1.506
274	lilli_lisa_ch	lilli_lisa_ch_pause_0_276	0.55	0	0.502	0.276	1.778	1.228	1.505
275	lilli_lisa_ch	lilli_lisa_ch_pause_0_275	0.55	0	0.5	0.275	1.778	1.228	1.504
276	lilli_lisa_ch	lilli_lisa_ch_pause_0_274	0.55	0	0.498	0.274	1.778	1.228	1.503
277	lilli_lisa_ch	lilli_lisa_ch_pause_0_273	0.55	0	0.496	0.273	1.778	1.228	1.502
278	lilli_lisa_ch	lilli_lisa_ch_pause_0_272	0.55	0	0.495	0.272	1.778	1.228	1.501
279	lilli_lisa_ch	lilli_lisa_ch_pause_0_271	0.55	0	0.493	0.271	1.778	1.228	1.5
280	lilli_lisa_ch	lilli_lisa_ch_pause_0_270	0.55	0	0.491	0.27	1.778	1.228	1.499
281	lilli_lisa_ch	lilli_lisa_ch_pause_0_269	0.55	0	0.489	0.269	1.778	1.228	1.498
282	lilli_lisa_ch	lilli_lisa_ch_pause_0_268	0.55	0	0.487	0.268	1.778	1.228	1.497
283	lilli_lisa_ch	lilli_lisa_ch_pause_0_267	0.55	0	0.485	0.267	1.778	1.228	1.496
284	lilli_lisa_ch	lilli_lisa_ch_pause_0_266	0.55	0	0.484	0.266	1.778	1.228	1.495
285	lilli_lisa_ch	lilli_lisa_ch_pause_0_265	0.55	0	0.482	0.265	1.778	1.228	1.494
286	lilli_lisa_ch	lilli_lisa_ch_pause_0_264	0.55	0	0.48	0.264	1.778	1.228	1.493
287	lilli_lisa_ch	lilli_lisa_ch_pause_0_263	0.55	0	0.478	0.263	1.778	1.228	1.492
288	lilli_lisa_ch	lilli_lisa_ch_pause_0_262	0.55	0	0.476	0.262	1.778	1.228	1.491
289	lilli_lisa_ch	lilli_lisa_ch_pause_0_261	0.55	0	0.475	0.261	1.778	1.228	1.49
290	lilli_lisa_ch	lilli_lisa_ch_pause_0_260	0.55	0	0.473	0.26	1.778	1.228	1.489
291	lilli_lisa_ch	lilli_lisa_ch_pause_0_259	0.55	0	0.471	0.259	1.778	1.228	1.488
292	lilli_lisa_ch	lilli_lisa_ch_pause_0_258	0.55	0	0.469	0.258	1.778	1.228	1.487
293	lilli_lisa_ch	lilli_lisa_ch_pause_0_257	0.55	0	0.467	0.257	1.778	1.228	1.486
294	lilli_lisa_ch	lilli_lisa_ch_pause_0_256	0.55	0	0.465	0.256	1.778	1.228	1.485
295	lilli_lisa_ch	lilli_lisa_ch_pause_0_255	0.55	0	0.464	0.255	1.778	1.228	1.484
296	lilli_lisa_ch	lilli_lisa_ch_pause_0_254	0.55	0	0.462	0.254	1.778	1.228	1.483
297	lilli_lisa_ch	lilli_lisa_ch_pause_0_253	0.55	0	0.46	0.253	1.778	1.228	1.482
298	lilli_lisa_ch	lilli_lisa_ch_pause_0_252	0.55	0	0.458	0.252	1.778	1.228	1.481
299	lilli_lisa_ch	lilli_lisa_ch_pause_0_251	0.55	0	0.456	0.251	1.778	1.228	1.48
300	lilli_lisa_ch	lilli_lisa_ch_pause_0_250	0.55	0	0.455	0.25	1.778	1.228	1.479
301	lilli_lisa_ch	lilli_lisa_ch_pause_0_249	0.55	0	0.453	0.249	1.778	1.228	1.478
302	lilli_lisa_ch	lilli_lisa_ch_pause_0_248	0.55	0	0.451	0.248	1.778	1.228	1.477
303	lilli_lisa_ch	lilli_lisa_ch_pause_0_247	0.55	0	0.449	0.247	1.778	1.228	1.476
304	lilli_lisa_ch	lilli_lisa_ch_pause_0_246	0.55	0	0.447	0.246	1.778	1.228	1.475
305	lilli_lisa_ch	lilli_lisa_ch_pause_0_245	0.55	0	0.445	0.245	1.778	1.228	1.474
306	lilli_lisa_ch	lilli_lisa_ch_pause_0_244	0.55	0	0.444	0.244	1.778	1.228	1.473
307	lilli_lisa_ch	lilli_lisa_ch_pause_0_243	0.55	0	0.442	0.243	1.778	1.228	1.472
308	lilli_lisa_ch	lilli_lisa_ch_pause_0_242	0.55	0	0.44	0.242	1.778	1.228	1.471
309	lilli_lisa_ch	lilli_lisa_ch_pause_0_241	0.55	0	0.438	0.241	1.778	1.228	1.47
310	lilli_lisa_ch	lilli_lisa_ch_pause_0_240	0.55	0	0.436	0.24	1.778	1.228	1.469
311	lilli_lisa_ch	lilli_lisa_ch_pause_0_239	0.55	0	0.435	0.239	1.778	1.228	1.468
312	lilli_lisa_ch	lilli_lisa_ch_pause_0_238	0.55	0	0.433	0.238	1.778	1.228	1.467
313	lilli_lisa_ch	lilli_lisa_ch_pause_0_237	0.55	0	0.431	0.237	1.778	1.228	1.466
314	lilli_lisa_ch	lilli_lisa_ch_pause_0_236	0.55	0	0.429	0.236	1.778	1.228	1.465
315	lilli_lisa_ch	lilli_lisa_ch_pause_0_235	0.55	0	0.427	0.235	1.778	1.228	1.464
316	lilli_lisa_ch	lilli_lisa_ch_pause_0_234	0.55	0	0.425	0.234	1.778	1.228	1.463
317	lilli_lisa_ch	lilli_lisa_ch_pause_0_233	0.55	0	0.424	0.233	1.778	1.228	1.462
318	lilli_lisa_ch	lilli_lisa_ch_pause_0_232	0.55	0	0.422	0.232	1.778	1.228	1.461
319	lilli_lisa_ch	lilli_lisa_ch_pause_0_231	0.55	0	0.42	0.231	1.778	1.228	1.46
320	lilli_lisa_ch	lilli_lisa_ch_pause_0_230	0.55	0	0.418	0.23	1.778	1.228	1.459
321	lilli_lisa_ch	lilli_lisa_ch_pause_0_229	0.55	0	0.416	0.229	1.778	1.228	1.458
322	lilli_lisa_ch	lilli_lisa_ch_pause_0_228	0.55	0	0.415	0.228	1.778	1.228	1.457
323	lilli_lisa_ch	lilli_lisa_ch_pause_0_227	0.55	0	0.413	0.227	1.778	1.228	1.456
324	lilli_lisa_ch	lilli_lisa_ch_pause_0_226	0.55	0	0.411	0.226	1.778	1.228	1.455
325	lilli_lisa_ch	lilli_lisa_ch_pause_0_225	0.55	0	0.409	0.225	1.778	1.228	1.454
326	lilli_lisa_ch	lilli_lisa_ch_pause_0_224	0.55	0	0.407	0.224	1.778	1.228	1.453
327	lilli_lisa_ch	lilli_lisa_ch_pause_0_223	0.55	0	0.405	0.223	1.778	1.228	1.452
328	lilli_lisa_ch	lilli_lisa_ch_pause_0_222	0.55	0	0.404	0.222	1.778	1.228	1.451
329	lilli_lisa_ch	lilli_lisa_ch_pause_0_221	0.55	0	0.402	0.221	1.778	1.228	1.45
330	lilli_lisa_ch	lilli_lisa_ch_pause_0_220	0.55	0	0.4	0.22	1.778	1.228	1.449
331	lilli_lisa_ch	lilli_lisa_ch_pause_0_219	0.55	0	0.398	0.219	1.778	1.228	1.448
332	lilli_lisa_ch	lilli_lisa_ch_pause_0_218	0.55	0	0.396	0.218	1.778	1.228	1.447
333	lilli_lisa_ch	lilli_lisa_ch_pause_0_217	0.55	0	0.395	0.217	1.778	1.228	1.446
334	lilli_lisa_ch	lilli_lisa_ch_pause_0_216	0.55	0	0.393	0.216	1.778	1.228	1.445
335	lilli_lisa_ch	lilli_lisa_ch_pause_0_215	0.55	0	0.391	0.215	1.778	1.228	1.444
336	lilli_lisa_ch	lilli_lisa_ch_pause_0_214	0.55	0	0.389	0.214	1.778	1.228	1.443
337	lilli_lisa_ch	lilli_lisa_ch_pause_0_213	0.55	0	0.387	0.213	1.778	1.228	1.442
338	lilli_lisa_ch	lilli_lisa_ch_pause_0_212	0.55	0	0.385	0.212	1.778	1.228	1.441
339	lilli_lisa_ch	lilli_lisa_ch_pause_0_211	0.55	0	0.384	0.211	1.778	1.228	1.44
340	lilli_lisa_ch	lilli_lisa_ch_pause_0_210	0.55	0	0.382	0.21	1.778	1.228	1.439
341	lilli_lisa_ch	lilli_lisa_ch_pause_0_209	0.55	0	0.38	0.209	1.778	1.228	1.438
342	lilli_lisa_ch	lilli_lisa_ch_pause_0_208	0.55	0	0.378	0.208	1.778	1.228	1.437
343	lilli_lisa_ch	lilli_lisa_ch_pause_0_207	0.55	0	0.376	0.207	1.778	1.228	1.436
344	lilli_lisa_ch	lilli_lisa_ch_pause_0_206	0.55	0	0.375	0.206	1.778	1.228	1.435
345	lilli_lisa_ch	lilli_lisa_ch_pause_0_205	0.55	0	0.373	0.205	1.778	1.228	1.434
346	lilli_lisa_ch	lilli_lisa_ch_pause_0_204	0.55	0	0.371	0.204	1.778	1.228	1.433
347	lilli_lisa_ch	lilli_lisa_ch_pause_0_203	0.55	0	0.369	0.203	1.778	1.228	1.432
348	lilli_lisa_ch	lilli_lisa_ch_pause_0_202	0.55	0	0.367	0.202	1.778	1.228	1.431
349	lilli_lisa_ch	lilli_lisa_ch_pause_0_201	0.55	0	0.365	0.201	1.778	1.228	1.43
350	lilli_lisa_ch	lilli_lisa_ch_pause_0_200	0.55	0	0.364	0.2	1.778	1.228	1.429
351	lilli_lisa_ch	lilli_lisa_ch_pause_0_199	0.55	0	0.362	0.199	1.778	1.228	1.428
352	lilli_lisa_ch	lilli_lisa_ch_pause_0_198	0.55	0	0.36	0.198	1.778	1.228	1.427
353	lilli_lisa_ch	lilli_lisa_ch_pause_0_197	0.55	0	0.358	0.197	1.778	1.228	1.426
354	lilli_lisa_ch	lilli_lisa_ch_pause_0_196	0.55	0	0.356	0.196	1.778	1.228	1.425
355	lilli_lisa_ch	lilli_lisa_ch_pause_0_195	0.55	0	0.355	0.195	1.778	1.228	1.424
356	lilli_lisa_ch	lilli_lisa_ch_pause_0_194	0.55	0	0.353	0.194	1.778	1.228	1.423
357	lilli_lisa_ch	lilli_lisa_ch_pause_0_193	0.55	0	0.351	0.193	1.778	1.228	1.422
358	lilli_lisa_ch	lilli_lisa_ch_pause_0_192	0.55	0	0.349	0.192	1.778	1.228	1.421
359	lilli_lisa_ch	lilli_lisa_ch_pause_0_191	0.55	0	0.347	0.191	1.778	1.228	1.42
360	lilli_lisa_ch	lilli_lisa_ch_pause_0_190	0.55	0	0.345	0.19	1.778	1.228	1.419
361	lilli_lisa_ch	lilli_lisa_ch_pause_0_189	0.55	0	0.344	0.189	1.778	1.228	1.418
362	lilli_lisa_ch	lilli_lisa_ch_pause_0_188	0.55	0	0.342	0.188	1.778	1.228	1.417
363	lilli_lisa_ch	lilli_lisa_ch_pause_0_187	0.55	0	0.34	0.187	1.778	1.228	1.416
364	lilli_lisa_ch	lilli_lisa_ch_pause_0_186	0.55	0	0.338	0.186	1.778	1.228	1.415
365	lilli_lisa_ch	lilli_lisa_ch_pause_0_185	0.55	0	0.336	0.185	1.778	1.228	1.414
366	lilli_lisa_ch	lilli_lisa_ch_pause_0_184	0.55	0	0.335	0.184	1.778	1.228	1.413
367	lilli_lisa_ch	lilli_lisa_ch_pause_0_183	0.55	0	0.333	0.183	1.778	1.228	1.412
368	lilli_lisa_ch	lilli_lisa_ch_pause_0_182	0.55	0	0.331	0.182	1.778	1.228	1.411
369	lilli_lisa_ch	lilli_lisa_ch_pause_0_181	0.55	0	0.329	0.181	1.778	1.228	1.41
370	lilli_lisa_ch	lilli_lisa_ch_pause_0_180	0.55	0	0.327	0.18	1.778	1.228	1.409
371	lilli_lisa_ch	lilli_lisa_ch_pause_0_179	0.55	0	0.325	0.179	1.778	1.228	1.408
372	lilli_lisa_ch	lilli_lisa_ch_pause_0_178	0.55	0	0.324	0.178	1.778	1.228	1.407
373	lilli_lisa_ch	lilli_lisa_ch_pause_0_177	0.55	0	0.322	0.177	1.778	1.228	1.406
374	lilli_lisa_ch	lilli_lisa_ch_pause_0_176	0.55	0	0.32	0.176	1.778	1.228	1.405
375	lilli_lisa_ch	lilli_lisa_ch_pause_0_175	0.55	0	0.318	0.175	1.778	1.228	1.404
376	lilli_lisa_ch	lilli_lisa_ch_pause_0_174	0.55	0	0.316	0.174	1.778	1.228	1.403
377	lilli_lisa_ch	lilli_lisa_ch_pause_0_173	0.55	0	0.315	0.173	1.778	1.228	1.402
378	lilli_lisa_ch	lilli_lisa_ch_pause_0_172	0.55	0	0.313	0.172	1.778	1.228	1.401
379	lilli_lisa_ch	lilli_lisa_ch_pause_0_171	0.55	0	0.311	0.171	1.778	1.228	1.4
380	lilli_lisa_ch	lilli_lisa_ch_pause_0_170	0.55	0	0.309	0.17	1.778	1.228	1.399
381	lilli_lisa_ch	lilli_lisa_ch_pause_0_169	0.55	0	0.307	0.169	1.778	1.228	1.398
382	lilli_lisa_ch	lilli_lisa_ch_pause_0_168	0.55	0	0.305	0.168	1.778	1.228	1.397
383	lilli_lisa_ch	lilli_lisa_ch_pause_0_167	0.55	0	0.304	0.167	1.778	1.228	1.396
384	lilli_lisa_ch	lilli_lisa_ch_pause_0_166	0.55	0	0.302	0.166	1.778	1.228	1.395
385	lilli_lisa_ch	lilli_lisa_ch_pause_0_165	0.55	0	0.3	0.165	1.778	1.228	1.394
386	lilli_lisa_ch	lilli_lisa_ch_pause_0_164	0.55	0	0.298	0.164	1.778	1.228	1.393
387	lilli_lisa_ch	lilli_lisa_ch_pause_0_163	0.55	0	0.296	0.163	1.778	1.228	1.392
388	lilli_lisa_ch	lilli_lisa_ch_pause_0_162	0.55	0	0.295	0.162	1.778	1.228	1.391
389	lilli_lisa_ch	lilli_lisa_ch_pause_0_161	0.55	0	0.293	0.161	1.778	1.228	1.39
390	lilli_lisa_ch	lilli_lisa_ch_pause_0_160	0.55	0	0.291	0.16	1.778	1.228	1.389
391	lilli_lisa_ch	lilli_lisa_ch_pause_0_159	0.55	0	0.289	0.159	1.778	1.228	1.388
392	lilli_lisa_ch	lilli_lisa_ch_pause_0_158	0.55	0	0.287	0.158	1.778	1.228	1.387
393	lilli_lisa_ch	lilli_lisa_ch_pause_0_157	0.55	0	0.285	0.157	1.778	1.228	1.386
394	lilli_lisa_ch	lilli_lisa_ch_pause_0_156	0.55	0	0.284	0.156	1.778	1.228	1.385
395	lilli_lisa_ch	lilli_lisa_ch_pause_0_155	0.55	0	0.282	0.155	1.778	1.228	1.384
396	lilli_lisa_ch	lilli_lisa_ch_pause_0_154	0.55	0	0.28	0.154	1.778	1.228	1.383
397	lilli_lisa_ch	lilli_lisa_ch_pause_0_153	0.55	0	0.278	0.153	1.778	1.228	1.382
398	lilli_lisa_ch	lilli_lisa_ch_pause_0_152	0.55	0	0.276	0.152	1.778	1.228	1.381
399	lilli_lisa_ch	lilli_lisa_ch_pause_0_151	0.55	0	0.275	0.151	1.778	1.228	1.38
400	lilli_lisa_ch	lilli_lisa_ch_pause_0_150	0.55	0	0.273	0.15	1.778	1.228	1.379
401	lilli_lisa_ch	lilli_lisa_ch_pause_0_149	0.55	0	0.271	0.149	1.778	1.228	1.378
402	lilli_lisa_ch	lilli_lisa_ch_pause_0_148	0.55	0	0.269	0.148	1.778	1.228	1.377
403	lilli_lisa_ch	lilli_lisa_ch_pause_0_147	0.55	0	0.267	0.147	1.778	1.228	1.376
404	lilli_lisa_ch	lilli_lisa_ch_pause_0_146	0.55	0	0.265	0.146	1.778	1.228	1.375
405	lilli_lisa_ch	lilli_lisa_ch_pause_0_145	0.55	0	0.264	0.145	1.778	1.228	1.374
406	lilli_lisa_ch	lilli_lisa_ch_pause_0_144	0.55	0	0.262	0.144	1.778	1.228	1.373
407	lilli_lisa_ch	lilli_lisa_ch_pause_0_143	0.55	0	0.26	0.143	1.778	1.228	1.372
408	lilli_lisa_ch	lilli_lisa_ch_pause_0_142	0.55	0	0.258	0.142	1.778	1.228	1.371
409	lilli_lisa_ch	lilli_lisa_ch_pause_0_141	0.55	0	0.256	0.141	1.778	1.228	1.37
410	lilli_lisa_ch	lilli_lisa_ch_pause_0_140	0.55	0	0.255	0.14	1.778	1.228	1.369
411	lilli_lisa_ch	lilli_lisa_ch_pause_0_139	0.55	0	0.253	0.139	1.778	1.228	1.368
412	lilli_lisa_ch	lilli_lisa_ch_pause_0_138	0.55	0	0.251	0.138	1.778	1.228	1.367
413	lilli_lisa_ch	lilli_lisa_ch_pause_0_137	0.55	0	0.249	0.137	1.778	1.228	1.366
414	lilli_lisa_ch	lilli_lisa_ch_pause_0_136	0.55	0	0.247	0.136	1.778	1.228	1.365
415	lilli_lisa_ch	lilli_lisa_ch_pause_0_135	0.55	0	0.245	0.135	1.778	1.228	1.364
416	lilli_lisa_ch	lilli_lisa_ch_pause_0_134	0.55	0	0.244	0.134	1.778	1.228	1.363
417	lilli_lisa_ch	lilli_lisa_ch_pause_0_133	0.55	0	0.242	0.133	1.778	1.228	1.362
418	lilli_lisa_ch	lilli_lisa_ch_pause_0_132	0.55	0	0.24	0.132	1.778	1.228	1.361
419	lilli_lisa_ch	lilli_lisa_ch_pause_0_131	0.55	0	0.238	0.131	1.778	1.228	1.36
420	lilli_lisa_ch	lilli_lisa_ch_pause_0_130	0.55	0	0.236	0.13	1.778	1.228	1.359
421	lilli_lisa_ch	lilli_lisa_ch_pause_0_129	0.55	0	0.235	0.129	1.778	1.228	1.358
422	lilli_lisa_ch	lilli_lisa_ch_pause_0_128	0.55	0	0.233	0.128	1.778	1.228	1.357
423	lilli_lisa_ch	lilli_lisa_ch_pause_0_127	0.55	0	0.231	0.127	1.778	1.228	1.356
424	lilli_lisa_ch	lilli_lisa_ch_pause_0_126	0.55	0	0.229	0.126	1.778	1.228	1.355
425	lilli_lisa_ch	lilli_lisa_ch_pause_0_125	0.55	0	0.227	0.125	1.778	1.228	1.354
426	lilli_lisa_ch	lilli_lisa_ch_pause_0_124	0.55	0	0.225	0.124	1.778	1.228	1.353
427	lilli_lisa_ch	lilli_lisa_ch_pause_0_123	0.55	0	0.224	0.123	1.778	1.228	1.352
428	lilli_lisa_ch	lilli_lisa_ch_pause_0_122	0.55	0	0.222	0.122	1.778	1.228	1.351
429	lilli_lisa_ch	lilli_lisa_ch_pause_0_121	0.55	0	0.22	0.121	1.778	1.228	1.35
430	lilli_lisa_ch	lilli_lisa_ch_pause_0_120	0.55	0	0.218	0.12	1.778	1.228	1.349
431	lilli_lisa_ch	lilli_lisa_ch_pause_0_119	0.55	0	0.216	0.119	1.778	1.228	1.348
432	lilli_lisa_ch	lilli_lisa_ch_pause_0_118	0.55	0	0.215	0.118	1.778	1.228	1.347
433	lilli_lisa_ch	lilli_lisa_ch_pause_0_117	0.55	0	0.213	0.117	1.778	1.228	1.346
434	lilli_lisa_ch	lilli_lisa_ch_pause_0_116	0.55	0	0.211	0.116	1.778	1.228	1.345
435	lilli_lisa_ch	lilli_lisa_ch_pause_0_115	0.55	0	0.209	0.115	1.778	1.228	1.344
436	lilli_lisa_ch	lilli_lisa_ch_pause_0_114	0.55	0	0.207	0.114	1.778	1.228	1.343
437	lilli_lisa_ch	lilli_lisa_ch_pause_0_113	0.55	0	0.205	0.113	1.778	1.228	1.342
438	lilli_lisa_ch	lilli_lisa_ch_pause_0_112	0.55	0	0.204	0.112	1.778	1.228	1.341
439	lilli_lisa_ch	lilli_lisa_ch_pause_0_111	0.55	0	0.202	0.111	1.778	1.228	1.34
440	lilli_lisa_ch	lilli_lisa_ch_pause_0_110	0.55	0	0.2	0.11	1.778	1.228	1.339
441	lilli_lisa_ch	lilli_lisa_ch_pause_0_109	0.55	0	0.198	0.109	1.778	1.228	1.338
442	lilli_lisa_ch	lilli_lisa_ch_pause_0_108	0.55	0	0.196	0.108	1.778	1.228	1.337
443	lilli_lisa_ch	lilli_lisa_ch_pause_0_107	0.55	0	0.195	0.107	1.778	1.228	1.336
444	lilli_lisa_ch	lilli_lisa_ch_pause_0_106	0.55	0	0.193	0.106	1.778	1.228	1.335
445	lilli_lisa_ch	lilli_lisa_ch_pause_0_105	0.55	0	0.191	0.105	1.778	1.228	1.334
446	lilli_lisa_ch	lilli_lisa_ch_pause_0_104	0.55	0	0.189	0.104	1.778	1.228	1.333
447	lilli_lisa_ch	lilli_lisa_ch_pause_0_103	0.55	0	0.187	0.103	1.778	1.228	1.332
448	lilli_lisa_ch	lilli_lisa_ch_pause_0_102	0.55	0	0.185	0.102	1.778	1.228	1.331
449	lilli_lisa_ch	lilli_lisa_ch_pause_0_101	0.55	0	0.184	0.101	1.778	1.228	1.33
450	lilli_lisa_ch	lilli_lisa_ch_pause_0_100	0.55	0	0.182	0.1	1.778	1.228	1.329
451	lilli_lisa_ch	lilli_lisa_ch_pause_0_099	0.55	0	0.18	0.099	1.778	1.228	1.328
452	lilli_lisa_ch	lilli_lisa_ch_pause_0_098	0.55	0	0.178	0.098	1.778	1.228	1.327
453	lilli_lisa_ch	lilli_lisa_ch_pause_0_097	0.55	0	0.176	0.097	1.778	1.228	1.326
454	lilli_lisa_ch	lilli_lisa_ch_pause_0_096	0.55	0	0.175	0.096	1.778	1.228	1.325
455	lilli_lisa_ch	lilli_lisa_ch_pause_0_095	0.55	0	0.173	0.095	1.778	1.228	1.324
456	lilli_lisa_ch	lilli_lisa_ch_pause_0_094	0.55	0	0.171	0.094	1.778	1.228	1.323
457	lilli_lisa_ch	lilli_lisa_ch_pause_0_093	0.55	0	0.169	0.093	1.778	1.228	1.322
458	lilli_lisa_ch	lilli_lisa_ch_pause_0_092	0.55	0	0.167	0.092	1.778	1.228	1.321
459	lilli_lisa_ch	lilli_lisa_ch_pause_0_091	0.55	0	0.165	0.091	1.778	1.228	1.32
460	lilli_lisa_ch	lilli_lisa_ch_pause_0_090	0.55	0	0.164	0.09	1.778	1.228	1.319
461	lilli_lisa_ch	lilli_lisa_ch_pause_0_089	0.55	0	0.162	0.089	1.778	1.228	1.318
462	lilli_lisa_ch	lilli_lisa_ch_pause_0_088	0.55	0	0.16	0.088	1.778	1.228	1.317
463	lilli_lisa_ch	lilli_lisa_ch_pause_0_087	0.55	0	0.158	0.087	1.778	1.228	1.316
464	lilli_lisa_ch	lilli_lisa_ch_pause_0_086	0.55	0	0.156	0.086	1.778	1.228	1.315
465	lilli_lisa_ch	lilli_lisa_ch_pause_0_085	0.55	0	0.155	0.085	1.778	1.228	1.314
466	lilli_lisa_ch	lilli_lisa_ch_pause_0_084	0.55	0	0.153	0.084	1.778	1.228	1.313
467	lilli_lisa_ch	lilli_lisa_ch_pause_0_083	0.55	0	0.151	0.083	1.778	1.228	1.312
468	lilli_lisa_ch	lilli_lisa_ch_pause_0_082	0.55	0	0.149	0.082	1.778	1.228	1.311
469	lilli_lisa_ch	lilli_lisa_ch_pause_0_081	0.55	0	0.147	0.081	1.778	1.228	1.31
470	lilli_lisa_ch	lilli_lisa_ch_pause_0_080	0.55	0	0.145	0.08	1.778	1.228	1.309
471	lilli_lisa_ch	lilli_lisa_ch_pause_0_079	0.55	0	0.144	0.079	1.778	1.228	1.308
472	lilli_lisa_ch	lilli_lisa_ch_pause_0_078	0.55	0	0.142	0.078	1.778	1.228	1.307
473	lilli_lisa_ch	lilli_lisa_ch_pause_0_077	0.55	0	0.14	0.077	1.778	1.228	1.306
474	lilli_lisa_ch	lilli_lisa_ch_pause_0_076	0.55	0	0.138	0.076	1.778	1.228	1.305
475	lilli_lisa_ch	lilli_lisa_ch_pause_0_075	0.55	0	0.136	0.075	1.778	1.228	1.304
476	lilli_lisa_ch	lilli_lisa_ch_pause_0_074	0.55	0	0.135	0.074	1.778	1.228	1.303
477	lilli_lisa_ch	lilli_lisa_ch_pause_0_073	0.55	0	0.133	0.073	1.778	1.228	1.302
478	lilli_lisa_ch	lilli_lisa_ch_pause_0_072	0.55	0	0.131	0.072	1.778	1.228	1.301
479	lilli_lisa_ch	lilli_lisa_ch_pause_0_071	0.55	0	0.129	0.071	1.778	1.228	1.3
480	lilli_lisa_ch	lilli_lisa_ch_pause_0_070	0.55	0	0.127	0.07	1.778	1.228	1.299
481	lilli_lisa_ch	lilli_lisa_ch_pause_0_069	0.55	0	0.125	0.069	1.778	1.228	1.298
482	lilli_lisa_ch	lilli_lisa_ch_pause_0_068	0.55	0	0.124	0.068	1.778	1.228	1.297
483	lilli_lisa_ch	lilli_lisa_ch_pause_0_067	0.55	0	0.122	0.067	1.778	1.228	1.296
484	lilli_lisa_ch	lilli_lisa_ch_pause_0_066	0.55	0	0.12	0.066	1.778	1.228	1.295
485	lilli_lisa_ch	lilli_lisa_ch_pause_0_065	0.55	0	0.118	0.065	1.778	1.228	1.294
486	lilli_lisa_ch	lilli_lisa_ch_pause_0_064	0.55	0	0.116	0.064	1.778	1.228	1.293
