stepID	filename	nameNew	s8Orig	s8MinDur	s8MinFL	shortFC	s8New	diffS8	n2Orig	n2Min	n2New	flOrig	flNew	diffFL	diffSyllDur
69	lilli_10	lilli_10_FL_0_069	0.244	0.043	19.9	0.245	0.113	0.132	0.418	0.217	0.286	58.425	39.298	19.127	0.069
70	lilli_10	lilli_10_FL_0_070	0.244	0.043	19.9	0.246	0.113	0.131	0.418	0.217	0.287	58.425	39.507	18.918	0.07
71	lilli_10	lilli_10_FL_0_071	0.244	0.043	19.9	0.248	0.114	0.13	0.418	0.217	0.288	58.425	39.715	18.711	0.071
72	lilli_10	lilli_10_FL_0_072	0.244	0.043	19.9	0.249	0.115	0.129	0.418	0.217	0.289	58.425	39.921	18.504	0.072
73	lilli_10	lilli_10_FL_0_073	0.244	0.043	19.9	0.251	0.116	0.128	0.418	0.217	0.29	58.425	40.126	18.299	0.073
74	lilli_10	lilli_10_FL_0_074	0.244	0.043	19.9	0.252	0.117	0.127	0.418	0.217	0.291	58.425	40.33	18.096	0.074
75	lilli_10	lilli_10_FL_0_075	0.244	0.043	19.9	0.254	0.118	0.126	0.418	0.217	0.292	58.425	40.532	17.894	0.075
76	lilli_10	lilli_10_FL_0_076	0.244	0.043	19.9	0.255	0.119	0.125	0.418	0.217	0.293	58.425	40.732	17.693	0.076
77	lilli_10	lilli_10_FL_0_077	0.244	0.043	19.9	0.257	0.12	0.124	0.418	0.217	0.294	58.425	40.932	17.493	0.077
78	lilli_10	lilli_10_FL_0_078	0.244	0.043	19.9	0.258	0.121	0.123	0.418	0.217	0.295	58.425	41.13	17.295	0.078
79	lilli_10	lilli_10_FL_0_079	0.244	0.043	19.9	0.26	0.122	0.122	0.418	0.217	0.296	58.425	41.327	17.099	0.079
80	lilli_10	lilli_10_FL_0_080	0.244	0.043	19.9	0.261	0.123	0.121	0.418	0.217	0.297	58.425	41.522	16.903	0.08
81	lilli_10	lilli_10_FL_0_081	0.244	0.043	19.9	0.263	0.124	0.12	0.418	0.217	0.298	58.425	41.716	16.709	0.081
82	lilli_10	lilli_10_FL_0_082	0.244	0.043	19.9	0.265	0.125	0.119	0.418	0.217	0.299	58.425	41.909	16.516	0.082
83	lilli_10	lilli_10_FL_0_083	0.244	0.043	19.9	0.266	0.126	0.118	0.418	0.217	0.3	58.425	42.101	16.324	0.083
84	lilli_10	lilli_10_FL_0_084	0.244	0.043	19.9	0.268	0.127	0.117	0.418	0.217	0.301	58.425	42.291	16.134	0.084
85	lilli_10	lilli_10_FL_0_085	0.244	0.043	19.9	0.269	0.128	0.116	0.418	0.217	0.302	58.425	42.48	15.945	0.085
86	lilli_10	lilli_10_FL_0_086	0.244	0.043	19.9	0.271	0.129	0.115	0.418	0.217	0.303	58.425	42.668	15.757	0.086
87	lilli_10	lilli_10_FL_0_087	0.244	0.043	19.9	0.273	0.13	0.114	0.418	0.217	0.304	58.425	42.855	15.571	0.087
88	lilli_10	lilli_10_FL_0_088	0.244	0.043	19.9	0.275	0.131	0.113	0.418	0.217	0.305	58.425	43.04	15.385	0.088
89	lilli_10	lilli_10_FL_0_089	0.244	0.043	19.9	0.276	0.132	0.112	0.418	0.217	0.306	58.425	43.224	15.201	0.089
90	lilli_10	lilli_10_FL_0_090	0.244	0.043	19.9	0.278	0.133	0.111	0.418	0.217	0.307	58.425	43.407	15.018	0.09
91	lilli_10	lilli_10_FL_0_091	0.244	0.043	19.9	0.28	0.134	0.11	0.418	0.217	0.308	58.425	43.589	14.836	0.091
92	lilli_10	lilli_10_FL_0_092	0.244	0.043	19.9	0.282	0.135	0.109	0.418	0.217	0.309	58.425	43.77	14.655	0.092
93	lilli_10	lilli_10_FL_0_093	0.244	0.043	19.9	0.284	0.136	0.108	0.418	0.217	0.31	58.425	43.95	14.476	0.093
